tags,is_answered,view_count,answer_count,score,last_activity_date,creation_date,last_edit_date,question_id,link,title,owner.account_id,owner.reputation,owner.user_id,owner.accept_rate,owner.display_name,accepted_answer_id,closed_date,closed_reason,bounty_amount,bounty_closes_date,migrated_from.other_site.aliases,migrated_from.other_site.styling.tag_background_color,migrated_from.other_site.styling.tag_foreground_color,migrated_from.other_site.styling.link_color,migrated_from.other_site.related_sites,migrated_from.other_site.markdown_extensions,migrated_from.other_site.launch_date,migrated_from.other_site.open_beta_date,migrated_from.other_site.closed_beta_date,migrated_from.other_site.site_state,migrated_from.other_site.high_resolution_icon_url,migrated_from.other_site.favicon_url,migrated_from.other_site.icon_url,migrated_from.other_site.audience,migrated_from.other_site.site_url,migrated_from.other_site.api_site_parameter,migrated_from.other_site.logo_url,migrated_from.other_site.name,migrated_from.other_site.site_type,migrated_from.on_date,migrated_from.question_id,locked_date,language
"['c#', '.net', 'entity-framework', 'entity-framework-6']",False,12,0,0,2023-05-28 16:10:39,2023-05-28 14:27:49,2023-05-28 16:10:39,76351977,https://stackoverflow.com/questions/76351977/edmx-file-created-but-entity-classes-missing-after-adding-edm-item-in-canvas-app,EDMX File created but Entity Classes missing after adding EDM item in Canvas app using DB First and Model First approach,28696907.0,1.0,21974949.0,,Siva Gnani Meruga,,2023-05-28 21:40:52,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'type-conversion', 'syntax-error']",False,38,1,0,2023-05-28 16:21:56,2023-05-28 13:54:33,,76351836,https://stackoverflow.com/questions/76351836/cannot-implicitly-convert-type-double-to-long-an-explicit-conversion-exists,Cannot implicitly convert type &#39;double&#39; to &#39;long&#39;. An explicit conversion exists (are you missing a cast?),28696777.0,1.0,21974840.0,,Pesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'wpf', '.net-6.0', 'inno-setup']",False,38,1,0,2023-05-28 13:49:41,2023-05-28 13:27:38,,76351739,https://stackoverflow.com/questions/76351739/inno-setup-checks-whether-the-net6-runtime-is-installed,inno setup checks whether the .net6 runtime is installed,26134114.0,19.0,19824365.0,,Seraphine,,2023-05-29 20:20:33,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'visual-studio-code', 'overwrite']",False,14,0,0,2023-05-28 13:09:54,2023-05-28 13:09:54,,76351659,https://stackoverflow.com/questions/76351659/c-unauthorizedaccessexception-when-trying-to-modify-file-inside-open-vscode-fo,C#: UnauthorizedAccessException when trying to modify file inside open VSCode folder,10481629.0,121.0,10559866.0,,Buster Bie,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'database', 'backup']",False,37,0,0,2023-05-28 13:47:55,2023-05-28 12:48:50,2023-05-28 13:47:55,76351585,https://stackoverflow.com/questions/76351585/backup-of-localdb-does-not-contain-data,Backup of localDb does not contain data,28308294.0,1.0,21645942.0,,Zubairjahan,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'visual-studio', 'winforms']",False,28,0,-6,2023-05-30 14:07:03,2023-05-28 12:39:35,2023-05-30 14:07:03,76351536,https://stackoverflow.com/questions/76351536/why-do-i-get-this-error-when-i-put-an-image-in-a-button-or-picturebox,Why do I get this error when I put an image in a button or picturebox?,27707553.0,1.0,21150865.0,,tony pierre,,2023-05-28 14:31:00,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'excel', 'apache-poi', 'npoi']",False,22,0,0,2023-05-28 12:34:19,2023-05-28 12:34:19,,76351512,https://stackoverflow.com/questions/76351512/npoi-setcolumngroupcollapsed-not-working-with-setcolumnwidth,NPOI SetColumnGroupCollapsed not working with SetColumnWidth,13709216.0,36.0,9892024.0,,John Henry Doe,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'reactjs']",False,28,0,-3,2023-05-28 12:29:03,2023-05-28 12:29:03,,76351486,https://stackoverflow.com/questions/76351486/using-a-react-application-how-can-i-run-an-executable-script-on-the-client-machi,Using a React application how can I run an executable script on the client machine,1038565.0,2450.0,1045116.0,100.0,Hank,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine', 'game-development']",False,31,0,0,2023-05-29 21:15:23,2023-05-28 12:23:02,2023-05-29 21:15:23,76351466,https://stackoverflow.com/questions/76351466/whats-causing-my-long-notes-to-be-imported-as-singles-in-my-rhythm-game-using-m,What&#39;s causing my long notes to be imported as singles in my rhythm game using MidiFiles and Unity?,28693958.0,1.0,21972589.0,,Rafiq 8K,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'docker-container', '.net-7.0', 'dotnet-publish']",False,24,0,0,2023-05-28 11:55:33,2023-05-28 11:55:33,,76351357,https://stackoverflow.com/questions/76351357/using-a-net7-project-how-to-pass-in-containerenvironmentvariable-parameter-via,Using a .NET7 project how to pass in ContainerEnvironmentVariable parameter via command line for the donet publish command?,323745.0,455.0,643948.0,44.0,lymberazo,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'ajaxcontroltoolkit']",False,9,0,0,2023-05-28 11:50:54,2023-05-28 11:50:54,,76351339,https://stackoverflow.com/questions/76351339/how-to-localize-ajaxcontroltoolkit-ajaxfileupload-into-danish,How to localize AjaxControlToolkit AjaxFileUpload into danish?,3239809.0,165.0,3482308.0,,Michael Eriksen,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'inventory']",False,11,0,-1,2023-05-28 12:09:21,2023-05-28 11:13:43,2023-05-28 12:09:21,76351192,https://stackoverflow.com/questions/76351192/how-do-i-get-my-inventory-to-display-properly-as-it-either-overwrites-other-item,How do i get my inventory to display properly as it either overwrites other items or displays somewhere else?,28302725.0,1.0,21974364.0,,charlie,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'loops', 'for-loop', 'while-loop', 'console']",False,54,1,-5,2023-05-28 12:38:52,2023-05-28 11:02:03,2023-05-28 11:18:29,76351143,https://stackoverflow.com/questions/76351143/using-conditional-statements-and-while-loops,Using conditional statements and while loops,28690353.0,1.0,21969716.0,,Hanan Bleik,,2023-05-28 14:29:47,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'linq']",False,47,1,-1,2023-05-28 16:12:34,2023-05-28 10:47:16,2023-05-28 14:11:43,76351084,https://stackoverflow.com/questions/76351084/linq-query-returning-null-object-from-a-list-which-contains-valid-data,Linq Query returning Null object from a List which contains valid Data,15671103.0,109.0,11307592.0,,Shakil Ahmed,,2023-05-28 20:41:18,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c#
['c#'],False,51,0,0,2023-05-28 11:05:55,2023-05-28 10:43:35,2023-05-28 11:05:55,76351067,https://stackoverflow.com/questions/76351067/i-want-to-draw-text-on-second-screen-without-form,I want to draw text on second screen without form,28696011.0,1.0,21974227.0,,Mahmoud Mostafa,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'itext7']",True,22,1,1,2023-05-28 10:55:46,2023-05-28 09:54:23,,76350886,https://stackoverflow.com/questions/76350886/itext-7-cell-text-rotation,iText 7 - cell text rotation,3463431.0,305.0,2899763.0,100.0,san,76350994.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'stream', 'asp.net-core-middleware']",False,29,0,-1,2023-05-28 09:52:58,2023-05-28 09:52:58,,76350882,https://stackoverflow.com/questions/76350882/is-it-safe-to-read-response-and-request-body-in-middleware-net,Is it safe to read response and request body in Middleware .NET,3717598.0,39.0,3093403.0,,Makook,,2023-05-30 14:46:33,Opinion-based,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'asp.net-core', 'asp.net-core-3.1']",False,22,0,0,2023-05-29 06:56:57,2023-05-28 09:46:25,2023-05-29 06:56:57,76350857,https://stackoverflow.com/questions/76350857/net-core-3-1-identityrole-violates-the-constraint-of-trole,.NET Core 3.1 IdentityRole violates the constraint of Trole,9582373.0,106.0,7116439.0,,Nikola Dragić,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'azure-data-lake-gen2']",False,36,0,0,2023-05-28 09:31:38,2023-05-28 09:31:38,,76350816,https://stackoverflow.com/questions/76350816/why-does-my-c-code-stop-downloading-files-from-azure-data-lake-after-50-files-w,Why does my C# code stop downloading files from Azure Data Lake after 50 files with no exception thrown?,18063971.0,1.0,19233378.0,,James,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'ldap', 'comexception', 'directoryentry']",False,20,0,0,2023-05-28 09:14:57,2023-05-28 09:14:57,,76350756,https://stackoverflow.com/questions/76350756/unable-to-access-certain-ldap-directoryentry-properties-in-c,Unable to Access Certain LDAP DirectoryEntry Properties in C#,13017479.0,1919.0,9456688.0,,Elyasaf755,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'wtelegramclient']",False,30,0,0,2023-05-28 08:58:31,2023-05-28 08:44:19,,76350648,https://stackoverflow.com/questions/76350648/why-is-my-wtelegramclient-not-sending-reply-inline-markup-with-message,Why is my WTelegramClient not sending reply inline markup with message?,2721763.0,31.0,2347912.0,,gi4nni,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net-core', 'redis']",True,62,1,0,2023-05-29 04:54:53,2023-05-28 08:38:28,2023-05-29 04:54:53,76350618,https://stackoverflow.com/questions/76350618/system-argumentnullexception-value-cannot-be-null-parameter-configuration,System.ArgumentNullException: Value cannot be null. (Parameter &#39;configuration&#39;) in ASP.NET Core Redis Implementation,2779432.0,143.0,2392265.0,,Bami,76351176.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'pointers', 'memory', 'stack', 'memory-address']",False,47,0,-2,2023-05-28 08:29:43,2023-05-28 08:29:43,,76350587,https://stackoverflow.com/questions/76350587/how-can-i-manipulate-the-pointer-address-of-a-variable-in-c,How can I manipulate the pointer address of a variable in C#?,15303076.0,1.0,11040772.0,,Enescan BEKTAŞ,,2023-05-28 11:07:04,Needs details or clarity,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'task', 'threadpool', 'worker-thread']",True,81,1,0,2023-05-28 10:13:00,2023-05-28 07:36:02,2023-05-28 08:27:57,76350428,https://stackoverflow.com/questions/76350428/i-have-a-question-about-cs-worker-threads,I have a question about C#&#39;s worker threads,28695374.0,1.0,21973706.0,,licenniezh,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net-core']",False,56,0,-2,2023-05-28 15:02:13,2023-05-28 06:48:17,2023-05-28 07:25:43,76350281,https://stackoverflow.com/questions/76350281/argumentnullexception-value-cannot-be-null-parameter-path3,ArgumentNullException: Value cannot be null. (Parameter &#39;path3&#39;),21112927.0,11.0,15520542.0,,setare zre,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine', 'model']",True,41,2,-1,2023-05-28 15:50:32,2023-05-28 06:43:39,,76350265,https://stackoverflow.com/questions/76350265/unity-build-error-cs0103-and-missing-context-for-editorutility-and-assetdata,Unity Build Error: CS0103 and Missing Context for &#39;EditorUtility&#39; and &#39;AssetDatabase,28694893.0,1.0,21973320.0,,Supreeya Kokheng,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'csv']",False,29,0,0,2023-05-28 06:31:41,2023-05-28 06:31:41,,76350235,https://stackoverflow.com/questions/76350235/how-to-preserve-csv-cell-format-without-convert-it-to-scientific-notation-in-c,How to preserve csv cell format without convert it to scientific notation in c#?,8884938.0,1910.0,6633488.0,64.0,BlackCat,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'datareader']",True,64,1,0,2023-05-28 10:25:43,2023-05-28 06:25:10,2023-05-28 07:09:30,76350212,https://stackoverflow.com/questions/76350212/mysql-datareader-only-read-first-row-and-nothing-else,MySQL DataReader only read first row and nothing else,21195575.0,5.0,15587215.0,,gonzaloev,76351021.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'msbuild']",False,23,0,0,2023-05-29 12:48:34,2023-05-28 06:07:51,2023-05-29 12:48:34,76350165,https://stackoverflow.com/questions/76350165/zip-a-directory-into-a-resource-during-build-only-when-input-files-changed,zip a directory into a Resource during build only when input files changed,1864937.0,577.0,1688738.0,,Hugh W,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'azure', 'asp.net-core', 'uniqueidentifier', 'twitter-snowflake']",False,42,0,0,2023-05-28 05:22:27,2023-05-28 05:22:27,,76350064,https://stackoverflow.com/questions/76350064/how-to-generate-unique-worker-id-node-id-for-snowflake-algorithm-in-multiple-s,How to generate unique worker ID (Node ID) for Snowflake Algorithm in multiple server instance environment,14632870.0,107.0,10568064.0,,sachin sachu,,2023-06-01 12:41:04,Opinion-based,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'dictionary', 'irrlicht']",False,24,1,0,2023-05-28 05:11:53,2023-05-28 04:20:30,,76349924,https://stackoverflow.com/questions/76349924/key-not-found-in-dictionary-c-irrlicht-lime-error,key not found in dictionary C# irrlicht lime error,28694687.0,1.0,21973149.0,,bard mask,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'generics', 'jagged-arrays']",True,51,1,1,2023-05-28 19:54:05,2023-05-28 03:42:21,2023-05-28 19:54:05,76349843,https://stackoverflow.com/questions/76349843/c-generics-error-when-overriding-with-an-array,C# generics error when overriding with an array?,19590991.0,11.0,14338018.0,,Lachlan Richards,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'tcp']",True,23,1,1,2023-05-28 03:41:18,2023-05-28 03:12:05,2023-05-28 03:32:50,76349789,https://stackoverflow.com/questions/76349789/what-happens-to-data-sent-but-not-received-with-the-receive-method,What happens to data sent but not received with the Receive method?,17778820.0,11.0,12910436.0,,최현석,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'dependency-injection', 'serilog', 'microsoft.extensions.logging']",False,21,0,0,2023-05-28 02:48:25,2023-05-28 02:48:25,,76349746,https://stackoverflow.com/questions/76349746/use-unique-features-of-a-component-while-its-registered-on-a-common-interface,Use unique features of a component while it&#39;s registered on a common interface,127032.0,42281.0,323924.0,77.0,Cheng Chen,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
['c#'],True,28,1,0,2023-05-28 02:53:55,2023-05-28 02:32:23,,76349725,https://stackoverflow.com/questions/76349725/creating-a-method-calling-an-async-method-but-the-calling-method-isnt-async-it,"Creating a method calling an async method, but the calling method isn&#39;t async itself, though returning a Task, but how does it work?",28477976.0,53.0,21792353.0,,CodingIsFunYouShouldTryIt,76349755.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
['c#'],True,23,1,-1,2023-05-28 02:02:17,2023-05-28 01:53:34,,76349669,https://stackoverflow.com/questions/76349669/blank-array-causing-system-nullreferenceexception,Blank Array Causing System.NullReferenceException,22351508.0,21.0,16569530.0,,Josh,76349683.0,2023-05-28 03:43:41,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'sensors', 'openhardwaremonitor']",False,10,0,-1,2023-05-28 01:39:07,2023-05-28 01:39:07,,76349646,https://stackoverflow.com/questions/76349646/converting-librehardwaremonitor-code-to-openhardwaremonitor,Converting LibreHardwareMonitor code to OpenHardwareMonitor,12805092.0,43.0,9265053.0,,New Coder,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'ssl', 'tcp']",False,20,0,-1,2023-05-28 00:19:16,2023-05-28 00:19:16,,76349509,https://stackoverflow.com/questions/76349509/what-is-the-process-for-generating-and-implementing-pxf-certificates-for-local,What is the process for generating and implementing .pxf certificates for local machine secure TCP connections in C#?,16190564.0,1.0,11689477.0,,Aleks Ziemelis,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'regex']",True,84,2,2,2023-05-28 19:48:37,2023-05-28 00:13:14,,76349501,https://stackoverflow.com/questions/76349501/c-regex-expression-doesnt-match-string,C# Regex expression doesn&#39;t match string,28692743.0,31.0,21971636.0,,Valera,76350178.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'vb.net', 'xsd']",False,24,1,-2,2023-05-29 02:42:30,2023-05-27 23:56:25,,76349460,https://stackoverflow.com/questions/76349460/net-xsd-how-to-get-xmlschematype-for-restriction-base-type,.NET XSD How to get XmlSchemaType for restriction base type?,7424525.0,1856.0,5647513.0,60.0,OwnageIsMagic,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'unity-game-engine', 'enums', 'nested', 'game-development']",False,53,0,0,2023-05-28 02:29:08,2023-05-27 23:12:55,2023-05-28 02:29:08,76349382,https://stackoverflow.com/questions/76349382/nested-enums-c,Nested enums C#,25373179.0,21.0,19186649.0,,Jamelaumn,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'email']",False,25,0,-1,2023-05-27 22:45:40,2023-05-27 22:45:40,,76349321,https://stackoverflow.com/questions/76349321/sending-an-email-within-c,Sending an email within c#,28693960.0,1.0,21972591.0,,Andro,,2023-05-28 02:20:24,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'multithreading', 'hashcode', 'hash-function']",True,61,1,0,2023-05-29 19:31:08,2023-05-27 22:24:20,2023-05-29 19:31:08,76349282,https://stackoverflow.com/questions/76349282/generating-three-distinct-strings-with-equal-hashes-using-the-default-hash-funct,Generating three distinct strings with equal hashes using the default hash function in C#,20757605.0,49.0,15243655.0,,Ahmadou Kassoum,,2023-05-29 06:11:36,Needs more focus,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'struct', 'nullable', 'value-type', 'reference-type']",False,20,0,0,2023-05-27 22:05:51,2023-05-27 22:05:07,2023-05-27 22:05:51,76349236,https://stackoverflow.com/questions/76349236/nullable-value-types-as-members-in-a-struct-what-are-the-implications-memory-wi,Nullable Value Types as Members in a Struct: What are the Implications Memory-Wise?,28693843.0,9.0,21972506.0,,Spring E. Thing,,2023-05-30 14:48:34,Duplicate,,,,,,,,,,,,,,,,,,,,,,,,,c#
['c#'],True,57,1,-1,2023-06-01 10:13:37,2023-05-27 20:52:01,2023-05-28 09:31:36,76348984,https://stackoverflow.com/questions/76348984/moviecontext-movies-is-inaccessible-due-to-its-protection-level-errorin-asp-ne,MovieContext.Movies&#39; is inaccessible due to its protection level error	in ASP.NET Core 6 Web API,9511391.0,2685.0,7186739.0,71.0,Billu,76349246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net-core', 'recaptcha']",False,45,0,0,2023-05-30 07:47:11,2023-05-27 20:35:45,2023-05-30 07:47:11,76348928,https://stackoverflow.com/questions/76348928/how-to-secure-a-page-using-recapcha-silently-for-scrappers,How to Secure a Page using Recapcha Silently For Scrappers,4653497.0,1596.0,3769650.0,30.0,Prageeth Liyanage,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'database', 'asp.net-core', 'dependency-injection', 'entity-framework-core']",False,40,0,-1,2023-05-28 06:02:50,2023-05-27 20:21:28,2023-05-28 06:02:50,76348886,https://stackoverflow.com/questions/76348886/the-update-method-of-the-database-instance-creates-a-new-row-instead-of-updating,The Update method of the database instance creates a new row instead of updating the old one,19671526.0,41.0,15815724.0,,Jeffrey Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'docker', 'docker-compose', 'containers']",True,20,1,0,2023-05-28 20:41:56,2023-05-27 20:17:25,,76348869,https://stackoverflow.com/questions/76348869/containerized-net-api-database-migrate-not-creating-migrations,"Containerized .NET Api, Database.Migrate() not creating migrations",20166690.0,23.0,14790453.0,,rardav,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'winforms', 'max', 'nodes', 'treechart']",False,17,0,-1,2023-05-27 20:11:16,2023-05-27 20:05:18,2023-05-27 20:11:16,76348821,https://stackoverflow.com/questions/76348821/finding-the-maximum-of-a-cell-from-the-nodes-of-a-tree-chart-in-winforms,Finding the maximum of a cell from the nodes of a tree chart in winforms,10764483.0,1.0,7919926.0,,Mehdi maleki,,2023-05-29 01:33:02,Not suitable for this site,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'jquery', 'asp.net-core-mvc']",False,24,1,0,2023-05-27 23:11:30,2023-05-27 19:33:12,2023-05-27 20:15:00,76348702,https://stackoverflow.com/questions/76348702/why-is-jquery-not-filling-up-my-asp-net-core-table-with-data-from-my-array,Why is Jquery not filling up my ASP.Net Core table with data from my array?,20606467.0,3.0,15126594.0,,Emico,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
['c#'],False,39,1,0,2023-05-27 20:34:10,2023-05-27 19:26:17,,76348670,https://stackoverflow.com/questions/76348670/parsing-sat-may-27-030350-0000-2023,Parsing &quot;Sat May 27 03:03:50 +0000 2023&quot;,2007610.0,4013.0,1797038.0,49.0,Zoinky,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', '.net', 'entity-framework', 'asp.net-core', '.net-6.0']",True,29,1,0,2023-05-27 19:28:31,2023-05-27 19:15:02,2023-05-27 19:28:31,76348615,https://stackoverflow.com/questions/76348615/command-update-database-is-not-working-in-net-6-entity-framework-for-api,Command &#39;update-database&#39; is not working in .NET 6 Entity Framework for API,9511391.0,2685.0,7186739.0,71.0,Billu,76348648.0,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'maui']",False,36,0,0,2023-05-27 19:14:14,2023-05-27 19:14:14,,76348608,https://stackoverflow.com/questions/76348608/net-maui-display-alert-exception-has-been-thrown-by-the-target-of-an-invocation,Net maui display alert Exception has been thrown by the target of an invocation. in view model,21566587.0,19.0,15900249.0,,Alejo Moya,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
"['c#', 'asp.net-core', 'redis']",False,23,0,0,2023-05-28 06:04:19,2023-05-27 19:10:22,2023-05-28 06:04:19,76348591,https://stackoverflow.com/questions/76348591/asp-net-core-how-to-resolve-rediscache-does-not-contain-a-constructor-that-t,ASP.NET Core - How to resolve &#39;RedisCache&#39; does not contain a constructor that takes 2 arguments,12399732.0,951.0,9037515.0,25.0,Ayobamilaye,,,,,,,,,,,,,,,,,,,,,,,,,,,,c#
